img_path|caption|noun
dev-1001-0-img0|A dog sled team travels down a snow-covered road, leaving fresh tracks in the pristine white snow. The sky is clear and blue, with a bright sun shining overhead. A man wearing a green jacket and a hat stands on the side of the road, cheering on the sledders. A pack of dogs pulls a sleigh, while another dog stands on the sled, its tail wagging. The evergreen trees are bare of leaves, and the ground is covered in snow. The dogs have black collars, and the man has a long orange and black hat. The snow is white, and the tracks in the snow are visible. A date stamp on the picture is also visible|Marketplace
dev-223-0-img1|a shoe|Pencil
dev-62-3-img0|A pink and blue lunchbox with a mesh pouch and a pen holder, containing a girl's lunch set. The lunchbox is open, revealing a clear container with a blue and pink design, a blue pen holder, and a compartment with a pink and blue pen case. The pen holder has four pens, including a pink and purple pen with a decoration of a girl, a pink and blue pen, and a purple pen with a decoration of a little girl. The lunchbox also includes a pink and purple pen, a girl's lunchbox, and a mesh, pink edged, square pouch with a zipper. The interior of the lunchbox is blue, and the mesh pouch is by the pens. The lunchbox is open, revealing the food compartment and a piece of white paper|Lunchbox
dev-213-0-img0|towels, clothes and a hanger to the wall|Clothes
dev-451-2-img0|a llama. In the background, we can see animals, grass, trees, houses and sky with clouds|Llama
dev-225-0-img0|an animal on the snow. In the background we can see trees, mountains and clouds in the sky|Llamas
dev-586-1-img1|animals. In the background of the image there is fencing. At the bottom of the image there is ground|Llamas
dev-984-2-img0|animals, rocks, grass, person, mountains and clouds in the sky|Animals
dev-889-1-img1|animals on the ground. In the background we can see trees, plants, hills and sky|Animals
dev-225-3-img0|A group of llamas stand peacefully in a field of hay. The llamas are black, brown, and white, with white hooves and a white stripe on their faces. The hay is brown and the ground is covered in hay. The sky is blue with white clouds. There is a fence in the distance and a shade in the background. The llamas are standing together, their eyes closed|Llamas
dev-369-2-img0|A group of firefighters stand around a car engulfed in flames, its black exterior smoldering. The damaged vehicle sits amidst a field of white snow, its tire protruding from the snow. A firefighter stands on the street, his gaze focused on the blaze. A man in a safety vest stands beside him, his attention also on the fire. A thick plume of smoke rises from the burning car, obscuring the sky. The firefighters' attention is drawn to the smoke emanating from the vehicle, their faces etched with concern. The snow-covered ground and the utility pole in the distance provide a backdrop for this scene of devastation|Firefighters
dev-374-1-img1|buildings, trees, plants, water, hills and sky with clouds|Snowplow
dev-544-3-img1|A truck drives down a snow-covered street, leaving a plowed path. The sky is grey and overcast, and the house is brown. Snow covers the ground, the roof of the house, and the truck bed. The truck has a clear windshield and headlights, and the roof of the house has a blue light. The snow is white and piled up on the side of the road. The tree in front of the house is bare, and the leaves on the tree are covered in snow. The street is covered in snow, and the car is covered in snow. The snow is piled up on the side of the road, and there is a plowed path on the side of the road|Truck
dev-225-3-img0|A group of llamas stand peacefully in a field of hay. The llamas are black, brown, and white, with white hooves and a white stripe on their faces. The hay is brown and the ground is covered in hay. The sky is blue with white clouds. There is a fence in the distance and a shade in the background. The llamas are standing together, their eyes closed|Llamas
dev-225-3-img0|A group of llamas stand peacefully in a field of hay. The llamas are black, brown, and white, with white hooves and a white stripe on their faces. The hay is brown and the ground is covered in hay. The sky is blue with white clouds. There is a fence in the distance and a shade in the background. The llamas are standing together, their eyes closed|Llamas
dev-227-0-img1|a person's hand holding a dough. In the background we can see a rolling pin, aluminium foil, bowl and a table|Dough
dev-732-0-img1|a bridge, boats on the water, trees, mountains and sky with clouds|Bridge
dev-189-1-img0|A group of birds walk down a street, their wings fluttering. A white van drives down the road, while a flock of ducks follows closely behind. The clear sky and bright sun shine down on the scene. A bike is parked on the sidewalk, and a person rides a bicycle down the street. A tall wooden telephone pole and a long white street marking are also visible. The ducks cross the road in a line, while a person wearing a red shirt crosses the road. A tree stands tall in the center of the street, and a large group of trees line the sidewalk. The back end of the van is visible as it drives away, and a bird flies overhead. A small wooden fence and a tall wooden post are also present in the image|Bicycle
dev-189-1-img0|A group of birds walk down a street, their wings fluttering. A white van drives down the road, while a flock of ducks follows closely behind. The clear sky and bright sun shine down on the scene. A bike is parked on the sidewalk, and a person rides a bicycle down the street. A tall wooden telephone pole and a long white street marking are also visible. The ducks cross the road in a line, while a person wearing a red shirt crosses the road. A tree stands tall in the center of the street, and a large group of trees line the sidewalk. The back end of the van is visible as it drives away, and a bird flies overhead. A small wooden fence and a tall wooden post are also present in the image|Bike
dev-924-3-img1|a person's hand holding a wooden stick and rolling the dough|Dough
dev-227-1-img0|a person making dough. In the background we can see a table, cloth, mat and a door|Dough
dev-861-3-img0|a musical instrument|Cage
dev-484-3-img1|a group of dogs on the ground. We can also see some plants, a bench and a fence|Dogs
dev-29-0-img0|a seal on the sand|Goats
dev-627-1-img1|animals on the mountain. In the background there is sky|Hamster
dev-189-1-img0|A group of birds walk down a street, their wings fluttering. A white van drives down the road, while a flock of ducks follows closely behind. The clear sky and bright sun shine down on the scene. A bike is parked on the sidewalk, and a person rides a bicycle down the street. A tall wooden telephone pole and a long white street marking are also visible. The ducks cross the road in a line, while a person wearing a red shirt crosses the road. A tree stands tall in the center of the street, and a large group of trees line the sidewalk. The back end of the van is visible as it drives away, and a bird flies overhead. A small wooden fence and a tall wooden post are also present in the image|Bike
dev-189-2-img1|A group of monkeys are lounging on a rocky outcrop in a grassy field. The rock formation is adorned with several rocks, including a large gray rock that is being climbed on by two monkeys. One monkey is perched on a large rock, while another monkey jumps from one rock to another. The monkeys are engaged in various activities, such as playing, sunbathing, and looking at the camera. The grass is tall and green, and the field is dotted with patches of yellow and green grass. The animals are brown and small, and the bush in the background is grey|Monkeys
dev-421-0-img0|A group of birds stand in a field of tall brown grass, their beaks visible. The birds appear to be sleeping, with several laying on top of each other. The grass is dry and the ground is covered in a patch of brown grass. A black and white bird sits on the ground, while another bird rests on its wing. A small group of long-beaked birds stand nearby, their tails visible. The birds are all different colors, with black, white, and brown plumage. The scene takes place outdoors, with the sun shining down on the birds|Birds
dev-912-3-img0|A colorful parrot sits proudly on a wooden perch in its steel cage. The bird's beak is white, its tail is blue, and its wings are scattered with blue and yellow feathers. Its body is red, and its feet are gray. The bird's head is black and red, and its eyes are black. The cage is gray and has a white bar. The bird is perched on a bar that is part of the cage|Parrot
dev-204-2-img0|a saxophone on the piano|Saxophone
dev-227-0-img1|a person's hand holding a dough. In the background we can see a rolling pin, aluminium foil, bowl and a table|Dough
dev-421-1-img0|A flock of vultures stands over a dead animal in a field of dry, long grass. The vultures are eating on the dead animal, and some are also preying on the carcass. The vultures are gray and brown, with black and brown heads. The flock is standing on the grass, and the birds are eating together|Vultures
dev-421-0-img1|a group of birds on the dead animal. Here we can see the grass and plants|Birds
dev-473-3-img1|a cow and a bird on it. Here we can see a duck. Here we can see the grass|Cow
dev-217-0-img1|a rat|Dog
dev-271-2-img0|A dog is licking its puppy in a cage. The dog is gray and black, while the puppy is white and black. The puppy is sitting on top of its mother, and the dog is nuzzling the puppy. The cage is made of metal, and there is a fluffy blanket on the floor of the cage. The wall is gray concrete, and there is a shadow on the wall|Puppy
dev-271-2-img0|A dog is licking its puppy in a cage. The dog is gray and black, while the puppy is white and black. The puppy is sitting on top of its mother, and the dog is nuzzling the puppy. The cage is made of metal, and there is a fluffy blanket on the floor of the cage. The wall is gray concrete, and there is a shadow on the wall|Puppy
dev-227-1-img1|a person holding a dough. We can also see a bowl and a spoon on a platform|Dough
dev-271-2-img0|A dog is licking its puppy in a cage. The dog is gray and black, while the puppy is white and black. The puppy is sitting on top of its mother, and the dog is nuzzling the puppy. The cage is made of metal, and there is a fluffy blanket on the floor of the cage. The wall is gray concrete, and there is a shadow on the wall|Puppy
dev-271-2-img1|A group of dogs are laying on top of each other on a white carpet. The dogs are black and white, with some having black fur and others having white fur. One dog has a white tail, and another dog has a black nose. The dogs are big and small, and they are sitting down. The dogs are brown, and one dog has blue eyes. The dogs are black and white, and they are looking at the camera|Dogs
dev-202-2-img1|a group of puppies on the cloth. We can also see a person holding them|Puppies
dev-166-0-img1|a dog and toys on the bed|Dogs
dev-263-2-img1|Two puppies, black and white, snuggled on a soft, plush blanket, their slumber punctuated by playful interaction. The white puppy's ear peeks out from beneath its black fur, while the black puppy's ear rests casually in place. The white puppy's paw scratches its chin, and the black puppy's paw rests on the blanket. The two puppies lie down, their bodies intertwined, their purrs echoing through the night. The soft, plush blanket beneath the puppies is adorned with a pillow, its dark gray hue contrasting the white and black fur of the pups. The black and white back paw of one puppy is visible, and the white paw on the leg of the other puppy is scratched against the blanket. The two puppies are asleep, their eyes closed, their fur soft as silk|Puppies
dev-202-1-img1|a group of animals on the surface|Bowl
dev-308-2-img1|a deer and a calf. In the background we can see grass|Deer
dev-189-2-img1|A group of monkeys are lounging on a rocky outcrop in a grassy field. The rock formation is adorned with several rocks, including a large gray rock that is being climbed on by two monkeys. One monkey is perched on a large rock, while another monkey jumps from one rock to another. The monkeys are engaged in various activities, such as playing, sunbathing, and looking at the camera. The grass is tall and green, and the field is dotted with patches of yellow and green grass. The animals are brown and small, and the bush in the background is grey|Monkeys
dev-189-2-img1|A group of monkeys are lounging on a rocky outcrop in a grassy field. The rock formation is adorned with several rocks, including a large gray rock that is being climbed on by two monkeys. One monkey is perched on a large rock, while another monkey jumps from one rock to another. The monkeys are engaged in various activities, such as playing, sunbathing, and looking at the camera. The grass is tall and green, and the field is dotted with patches of yellow and green grass. The animals are brown and small, and the bush in the background is grey|Monkeys
dev-202-3-img1|a person holding a cloth. On the cloth we can see puppies|Puppies
dev-271-2-img1|A group of dogs are laying on top of each other on a white carpet. The dogs are black and white, with some having black fur and others having white fur. One dog has a white tail, and another dog has a black nose. The dogs are big and small, and they are sitting down. The dogs are brown, and one dog has blue eyes. The dogs are black and white, and they are looking at the camera|Dogs
dev-271-2-img1|A group of dogs are laying on top of each other on a white carpet. The dogs are black and white, with some having black fur and others having white fur. One dog has a white tail, and another dog has a black nose. The dogs are big and small, and they are sitting down. The dogs are brown, and one dog has blue eyes. The dogs are black and white, and they are looking at the camera|Dogs
dev-924-3-img1|a person's hand holding a wooden stick and rolling the dough|Crab
dev-195-0-img1|A table topped with a large pile of red crabs and a man preparing and eating a crab meal. The table is made of red wood and has a white restaurant menu on it. The man is wearing a white chef's jacket and has a pen in his pocket. He is grabbing a crab from the pile and putting it on a white china plate. The crab is on a white dish and there is a bottle of oil near the crabs. There are also some beer bottles near the crabs. The scene is in a restaurant|Crabs
dev-821-0-img0|a person's hands holding a plant. In the background we can see plants and soil|Plant
dev-189-2-img1|A group of monkeys are lounging on a rocky outcrop in a grassy field. The rock formation is adorned with several rocks, including a large gray rock that is being climbed on by two monkeys. One monkey is perched on a large rock, while another monkey jumps from one rock to another. The monkeys are engaged in various activities, such as playing, sunbathing, and looking at the camera. The grass is tall and green, and the field is dotted with patches of yellow and green grass. The animals are brown and small, and the bush in the background is grey|Monkeys
dev-189-3-img0|A monkey, with its fuzzy brown hair and long furry tail, holds a baby monkey in its arms. The baby monkey has a long dark tail and its mouth is open. The mother monkey's ear is visible, and her eyes are focused on the baby. The baby monkey is gripping on its mother's back, its toes on the leg of the baby. The mother monkey is carrying her baby in her arms, and the baby monkey is hanging on to its mother's back. The fur of the monkey is soft and silky, and the baby monkey has a tiny tiny eye. The trees in the background are tall and green, and the sky is clear|Monkey
dev-272-1-img0|some bottles and cream|Bottle
dev-737-3-img0|a white bottle of sea 39n body lotion|Bottle
dev-897-2-img1|a bottle of cologne by christian dior paris|Cologne
dev-6-0-img1|a person's hand holding a rat|Rat
dev-47-0-img1|a food item on the wooden surface. In the background we can see a bowl with food item and a cloth|Bowl
dev-227-1-img1|a person holding a dough. We can also see a bowl and a spoon on a platform|Crabs
dev-742-3-img0|a bottle of olay lotion sits next to a bottle of clinique moisturizer|Olay
dev-1043-1-img0|a bottle of and box for vanilla blackberry perfume|Perfume
dev-897-2-img0|a bottle of christian dior perfume is next to a large container of the same scent|Perfume
dev-746-0-img1|two animals. In the background it is blur|Monkey
dev-189-3-img0|A monkey, with its fuzzy brown hair and long furry tail, holds a baby monkey in its arms. The baby monkey has a long dark tail and its mouth is open. The mother monkey's ear is visible, and her eyes are focused on the baby. The baby monkey is gripping on its mother's back, its toes on the leg of the baby. The mother monkey is carrying her baby in her arms, and the baby monkey is hanging on to its mother's back. The fur of the monkey is soft and silky, and the baby monkey has a tiny tiny eye. The trees in the background are tall and green, and the sky is clear|Monkey
dev-189-3-img0|A monkey, with its fuzzy brown hair and long furry tail, holds a baby monkey in its arms. The baby monkey has a long dark tail and its mouth is open. The mother monkey's ear is visible, and her eyes are focused on the baby. The baby monkey is gripping on its mother's back, its toes on the leg of the baby. The mother monkey is carrying her baby in her arms, and the baby monkey is hanging on to its mother's back. The fur of the monkey is soft and silky, and the baby monkey has a tiny tiny eye. The trees in the background are tall and green, and the sky is clear|Monkey
dev-227-1-img1|a person holding a dough. We can also see a bowl and a spoon on a platform|Bowl
dev-227-1-img1|a person holding a dough. We can also see a bowl and a spoon on a platform|Mouse
dev-272-1-img0|some bottles and cream|Perfume
dev-272-1-img0|some bottles and cream|Bottles
dev-272-1-img0|some bottles and cream|Perfume
dev-189-3-img0|A monkey, with its fuzzy brown hair and long furry tail, holds a baby monkey in its arms. The baby monkey has a long dark tail and its mouth is open. The mother monkey's ear is visible, and her eyes are focused on the baby. The baby monkey is gripping on its mother's back, its toes on the leg of the baby. The mother monkey is carrying her baby in her arms, and the baby monkey is hanging on to its mother's back. The fur of the monkey is soft and silky, and the baby monkey has a tiny tiny eye. The trees in the background are tall and green, and the sky is clear|Monkey
dev-189-3-img1|a group of monkeys on the road. In the background, we can see a group of trees|Monkeys
dev-189-2-img0|a group of monkeys on the road. We can also see some grass, a group of trees and the sky which looks cloudy|Monkeys
dev-1047-3-img1|a person's hand holding a syringe|Fish
dev-1004-1-img0|fishes and shells in the water|Marketplace
dev-36-0-img1|a person's hand holding an object. At the bottom of the image there is a person's leg. In the background of the image there is a person's hand|Hand
dev-274-0-img0|a dog|Dog
dev-552-0-img0|a dog on the floor. In the background we can see a person and a dog|Dog
dev-484-1-img0|A small dog sits comfortably in a pile of hay, its black nose resting on its forelegs. The puppy's eyes are closed, and its tail curls around its legs. The dog's coat is black and tan, with a distinctive black ring around its eye. The hay is on the ground, and the straw bedding is visible beneath the puppy's hind legs. The puppy's mouth is open, and its tongue lolls out. The big brown dog ear is visible, and the dog's left ear is folded back. The dog's tail is black and brown, and its eyes are brown|Dog
dev-115-2-img0|Two monkeys play in the grass and dirt, their tails and hands moving freely. The trees stand tall behind them, their branches reaching towards the sky. The dirt beneath their feet is dark brown, and the grass is patchy and green. The monkeys are sitting and standing, their bodies moving in rhythm with the ground. The branches of the trees are bare, and the leaves are lush and green. The monkeys have dark fur on their heads and light fur on their bodies. The scene is taking place outdoors, and the mood is relaxed and playful|Monkeys
dev-707-2-img0|Two baboons engage in a fierce fight in the wild, their tails raised and mouths open. The larger baboon stands tall, its front leg extended, its nose black and its ears long. The smaller baboon, with its grey tail and open mouth, appears defensive. The grass beneath their feet is brown, and the dirt is brown. The bush in the background is grey and green, and the tree is tall and slender. The baboons are two in number, and their teeth are sharp. The scene is one of violence and aggression in this remote and dangerous environment|Baboons
dev-733-0-img1|a monkey on the ground. We can also see some plants|Monkey
dev-224-1-img0|a dog and a toy. In the background there is a wall and a glass window|Dog
dev-262-1-img0|A group of small animals gather on the ground, basking in the light shining overhead. The ground is brown and bare, with a circular wet mark and a large wet spot. A brown dog lies down, while a white rabbit with black ear patches and a group of rabbits rest nearby. The rabbits are brown and white, with one brown rabbit lying down and another standing up. A small brown furry animal and a small white furry animal are also visible in the image|Rabbits
dev-227-2-img0|a spoon, coin and a stone on the surface|Stingray
dev-274-0-img1|a dog|Dog
dev-201-0-img1|a dog on the ground. We can also see a person standing beside it. On the backside we can see some plants|Dog
dev-45-2-img0|a dog on the grass|Dog
dev-274-0-img0|a dog|Puppy
dev-274-0-img0|a dog|Dog
dev-274-0-img0|a dog|Dog
dev-707-1-img0|monkeys. In the background there are plants. At the bottom there is text|Monkeys
dev-189-3-img1|a group of monkeys on the road. In the background, we can see a group of trees|Monkeys
dev-189-3-img1|a group of monkeys on the road. In the background, we can see a group of trees|Monkeys
dev-274-0-img1|a dog|Dogs
dev-342-2-img0|three dogs sitting on the lap of a person|Dogs
dev-962-2-img0|a dog on the floor|Dog
dev-1022-2-img0|A large grey elephant stands next to a baby elephant in a forest of green trees. The adult elephant's tail is long and gray, while the baby elephant's tail is smaller and gray. The baby elephant is near its mother, and the two elephants are standing in an area where the grass is dead. The trees behind the elephants are tall and leafy, and there are some green bushes growing behind the elephants. The dirt on the ground is brown, and the tail of the elephant is visible. The large elephant is walking, and the two elephants are standing outside of the forest|Elephant
dev-473-0-img1|a buffalo and a bird on the ground|Buffalo
dev-356-1-img0|an animal on the ground. We can also see some grass|Animal
dev-10-3-img1|a dog|Dog
dev-224-1-img0|a dog and a toy. In the background there is a wall and a glass window|Dogs
dev-10-1-img0|Two dogs sit comfortably on a wooden bench outside, their black noses sniffing the air. The brown tree trunk behind the bench provides a backdrop for this serene scene. The light brown dog has its tongue hanging out, while the golden brown dog has its mouth open and its tongue licking its nose. The black and white dog has a black nose and a black and brown coat, while the tan and white dog has a tan nose and a fluffy tail. The large tree trunk and the small wooden bench add a sense of scale to the image|Dogs
dev-355-1-img1|a monkey and a baby monkey. In the background we can see plants and flowers|Monkey
dev-190-0-img0|a man sitting on the ground and there is a warthog. In the background there are trees, grass, hills and sky with clouds|Elephants
dev-190-0-img0|a man sitting on the ground and there is a warthog. In the background there are trees, grass, hills and sky with clouds|Bull
dev-274-0-img1|a dog|Dog
dev-274-0-img1|a dog|Dog
dev-274-0-img1|a dog|Dog
dev-190-0-img0|a man sitting on the ground and there is a warthog. In the background there are trees, grass, hills and sky with clouds|Warthog
dev-191-0-img1|A brown furry dog chews on a stick, its black nose twitching. The dog lies down on the wood floor, its leg extended. A bag sits on the floor next to the dog. The stick is held in the dog's mouth, and its paw is on the ground. The dog's eyes are closed, and its tail is wagging. The dog's fur is black, and its eyes are bright. The dog's nails are sharp, and its nose is shiny|Dog
dev-101-3-img1|a dog standing on the floor. Here we can see a bowl with food in it. In the background, we can see a door and a wall|Dog
dev-227-2-img0|a spoon, coin and a stone on the surface|Coin
dev-227-2-img0|a spoon, coin and a stone on the surface|Coin
dev-227-2-img1|A person is cutting a piece of dough with a knife. The hand is holding a sharp knife, and there is a white flour on the table and a white flour on the surface. The food is light brown, and there is a white powder on the table. The table is black, and there is a white flour on the table. The hand of the person is cutting the food, and the finger nail of the person is visible. The knife has a black handle, and the head of the knife is black. The knife is cutting into the food, and the hand holding the knife is gripping the handle tightly|Bread
dev-274-1-img1|a dog|Dog
dev-934-3-img1|A dog with a black collar stands next to a large tree stump. The dog has floppy folded ears, a black nose, and bright blue eyes. The tree stump is surrounded by roots and dirt. The dog's collar is dark brown and has a metal clasp. The dog's fur is dirt dirty, and its ear is in the shot. The dog is fury, and its whiskers are white. The leaves behind the dog are green. The tree bark behind the dog is brown. The dog is wearing a collar, and the collar is dark brown. The dog's eyes are bright blue, and its nose is black. The dog is fury, and its back end is in the shot|Dog
dev-295-2-img0|a dog|Dog
dev-191-0-img0|A large brown dog sits comfortably on the grass, its head tilted towards the camera. The dog's brown eyes shine brightly, and its fluffy brown fur is visible. The tip of its nose is black, and its ear is perked up. The dog's head is full of fur, and its mouth is slightly open. The green grass beneath the dog is lush and soft, and a patch of green grass near the dog is visible. A pink flowering bush stands behind the dog, and purple flowers bloom near the house. The building behind the dog is tall and imposing, and a brick chimney protrudes from its roof. The dog's brown eyes reflect the sun, and its tail wags with joy|Dog
dev-49-0-img0|a dog|Dog
dev-750-0-img1|a dog sitting in the car|Dog
dev-75-1-img1|A white dog with a pink collar sits on a couch, its eye closed and mouth slightly open. The dog's fur is long and silky, and its nose is black. A framed picture hangs on the wall behind the dog. The picture is of a landscape. The dog's eyes are two round brown eyes. The dog's collar is pink and black. The dog is sitting on a partially visible couch cushion|Dog
dev-99-2-img1|a dog standing on the ground. In the background we can see trees|Dog
dev-99-3-img0|a dog on the grass|Dog
dev-36-0-img1|a person's hand holding an object. At the bottom of the image there is a person's leg. In the background of the image there is a person's hand|Object
dev-227-3-img1|a wooden stick with a metal object on the surface|Stick
dev-227-1-img1|a person holding a dough. We can also see a bowl and a spoon on a platform|Woman
dev-274-1-img1|a dog|Dog
dev-274-1-img1|a dog|Dog
dev-274-1-img1|a dog|Dog
dev-750-3-img0|a dog with a cloth. In the background it is blur|Dog
dev-191-0-img1|A brown furry dog chews on a stick, its black nose twitching. The dog lies down on the wood floor, its leg extended. A bag sits on the floor next to the dog. The stick is held in the dog's mouth, and its paw is on the ground. The dog's eyes are closed, and its tail is wagging. The dog's fur is black, and its eyes are bright. The dog's nails are sharp, and its nose is shiny|Dog
dev-191-0-img1|A brown furry dog chews on a stick, its black nose twitching. The dog lies down on the wood floor, its leg extended. A bag sits on the floor next to the dog. The stick is held in the dog's mouth, and its paw is on the ground. The dog's eyes are closed, and its tail is wagging. The dog's fur is black, and its eyes are bright. The dog's nails are sharp, and its nose is shiny|Dog
dev-227-0-img1|a person's hand holding a dough. In the background we can see a rolling pin, aluminium foil, bowl and a table|Dough
dev-227-2-img1|A person is cutting a piece of dough with a knife. The hand is holding a sharp knife, and there is a white flour on the table and a white flour on the surface. The food is light brown, and there is a white powder on the table. The table is black, and there is a white flour on the table. The hand of the person is cutting the food, and the finger nail of the person is visible. The knife has a black handle, and the head of the knife is black. The knife is cutting into the food, and the hand holding the knife is gripping the handle tightly|Knife
dev-274-2-img1|a dog with a belt|Dog
dev-274-2-img0|A small, brown sitting puppy with its tongue out. The dog is brown with a black nose and a pink tongue. Its eyes are dark brown, and its ears are floppy. The dog's mouth is open, and its tongue is red. The dog's fur is light brown, and its claws are black. The dog is looking at the camera, and its eyes are black|Dog
dev-274-3-img0|a dog|Dog
dev-191-0-img1|A brown furry dog chews on a stick, its black nose twitching. The dog lies down on the wood floor, its leg extended. A bag sits on the floor next to the dog. The stick is held in the dog's mouth, and its paw is on the ground. The dog's eyes are closed, and its tail is wagging. The dog's fur is black, and its eyes are bright. The dog's nails are sharp, and its nose is shiny|Dog
dev-191-2-img0|a dog. In the background there is a wall and we can see a grill|Toys
dev-41-0-img1|a dog holding a tin in the mouth. In the background there is grass|Dog
dev-49-2-img1|a dog. In the background there is grass|Dog
dev-521-3-img1|a dog sitting on the snow. In the background we can see trees|Snow
dev-372-0-img0|a dog|Dogs
dev-227-2-img1|A person is cutting a piece of dough with a knife. The hand is holding a sharp knife, and there is a white flour on the table and a white flour on the surface. The food is light brown, and there is a white powder on the table. The table is black, and there is a white flour on the table. The hand of the person is cutting the food, and the finger nail of the person is visible. The knife has a black handle, and the head of the knife is black. The knife is cutting into the food, and the hand holding the knife is gripping the handle tightly|Dough
dev-227-2-img1|A person is cutting a piece of dough with a knife. The hand is holding a sharp knife, and there is a white flour on the table and a white flour on the surface. The food is light brown, and there is a white powder on the table. The table is black, and there is a white flour on the table. The hand of the person is cutting the food, and the finger nail of the person is visible. The knife has a black handle, and the head of the knife is black. The knife is cutting into the food, and the hand holding the knife is gripping the handle tightly|Bread
dev-227-3-img1|a wooden stick with a metal object on the surface|Wire tool
dev-295-2-img0|a dog|Dog
dev-254-0-img0|a dog|Dog
dev-274-2-img1|a dog with a belt|Dog
dev-227-3-img0|A wooden rolling pin is flattening a piece of dough on a dark grey countertop. The rolling pin is brown and wooden, with a handle on one end. The dough is white and circular, and the flattened dough is light white. The counter top is granite, and there is white flour on the countertop. The photo has a watermark and a small grey watermark on the side. There is also a small round dough piece cut from the larger piece of dough, and extra flour on the countertop. The dough ball on the table is white, and the pin rolling on the dough is brown. The pin is on dough, and there is a scratch from the rolling pin on the countertop. The flattened dough is next to the rolling pin, and the raw uncooked dough is flat. There is a small white dough crumb on the countertop|Rolling Pin
dev-227-2-img1|A person is cutting a piece of dough with a knife. The hand is holding a sharp knife, and there is a white flour on the table and a white flour on the surface. The food is light brown, and there is a white powder on the table. The table is black, and there is a white flour on the table. The hand of the person is cutting the food, and the finger nail of the person is visible. The knife has a black handle, and the head of the knife is black. The knife is cutting into the food, and the hand holding the knife is gripping the handle tightly|Dough
dev-227-0-img0|a wooden stick and a dough|Boats
dev-609-1-img0|three dogs standing on the ground. Here we can see the grass, stones, fence and a metal object on the right side|Dogs
dev-191-2-img0|a dog. In the background there is a wall and we can see a grill|Dog
dev-191-2-img0|a dog. In the background there is a wall and we can see a grill|Snow
dev-274-2-img1|a dog with a belt|Dog
dev-274-2-img1|a dog with a belt|Dog
dev-274-3-img1|a dog|Dog
dev-892-0-img0|two boats on the grass. In the background we can see plants|Boats
dev-191-2-img0|a dog. In the background there is a wall and we can see a grill|Dog
dev-192-1-img1|A small dark grey dog sits comfortably in a watermelon-shaped bowl, its head peeking out. The bowl sits on a brown table in front of a white wall. The dog's ears are perked up, and its black nose is wrinkled. The wall behind the dog is painted white, and the floor is made of wood. A big giraffe stands in the corner of the room. The dog's eyes are bright, and its mouth is slightly open. The dog's ear is visible, and its head is tilted back as if it is looking at something|Dog
dev-192-0-img0|a dog in the watermelon|Dog
dev-632-0-img1|A brown dog sits on the pavement with its tongue hanging out. The dog has a white spot on its chest, a black collar, and brown eyes. The ground is grey. The dog is wearing a collar and is brown in color. The dog's tongue is pink. The dog's ears are pointy and brown. The dog's nose is pink. The dog is sitting on the street|Dog
dev-201-3-img0|a dog on the table. In the background we can see people standing on the floor|Table
dev-899-1-img0|a dog on the grass|Dog
dev-716-3-img0|A dark brown dog with large ears lies comfortably on a white blanket, its head resting on its paws. The dog has brown eyes and a black nose. A stuffed animal with large brown ears sits beside the pup. The pup's ears are pink inside, and its front paws are on the blanket. The stuffed animal has a white belly and black eyes. The dog is looking directly at the camera, its eyes wide and round. The blanket is white, and the pup's paws are set on the blanket|Dog
dev-192-0-img1|a dog in a watermelon|Dog
dev-144-2-img1|a dog on the ground. We can also see some grass|Dog
dev-288-2-img1|A brown dog sits on green grass with white flowers. The dog has a green left ear, a right eye, and a brown eye. Its collar is red and black, and the dog has a black spot on its coat. The dog's left ear has a chunk missing, and there is a missing chunk of ear on the dog's head. The dog has brown legs and a brown back. The grass is green and short, and there are white flowers on the grass|Dog
dev-311-0-img0|a dog sitting on the bed|Dog
dev-274-3-img1|a dog|Dog
dev-227-3-img1|a wooden stick with a metal object on the surface|Stick
dev-227-3-img1|a wooden stick with a metal object on the surface|Stick
dev-228-1-img0|a dog holding a red color object in its mouth. In the background we can see the grass|Ball
dev-603-0-img1|a dog|Dog
dev-192-1-img1|A small dark grey dog sits comfortably in a watermelon-shaped bowl, its head peeking out. The bowl sits on a brown table in front of a white wall. The dog's ears are perked up, and its black nose is wrinkled. The wall behind the dog is painted white, and the floor is made of wood. A big giraffe stands in the corner of the room. The dog's eyes are bright, and its mouth is slightly open. The dog's ear is visible, and its head is tilted back as if it is looking at something|Dog
dev-192-1-img1|A small dark grey dog sits comfortably in a watermelon-shaped bowl, its head peeking out. The bowl sits on a brown table in front of a white wall. The dog's ears are perked up, and its black nose is wrinkled. The wall behind the dog is painted white, and the floor is made of wood. A big giraffe stands in the corner of the room. The dog's eyes are bright, and its mouth is slightly open. The dog's ear is visible, and its head is tilted back as if it is looking at something|Dog
dev-274-3-img1|a dog|Dog
dev-274-3-img1|a dog|Dog
dev-276-0-img0|A brown stingray gracefully glides through the light blue water, its tail extending behind. The ray's back is adorned with distinctive brown spots, while its fins and dorsal fin shimmer with a vibrant blue hue. The ray's eyes are large and expressive, and its mouth is open in a relaxed posture. The water reflects the ray's brown hues, creating a serene and visually captivating scene|Stingray
