img_path|caption
dev-521-0-img1|Two white wolves stand in the snow near a forest, their eyes open and ears up. The large white wolf faces right, while the other wolf stands facing left. The wolves have white fur, large white teeth, and black noses. The snow covers the ground, and the dead trees stand tall behind them. The wolves are fierce, their eyes gleaming. They are out in the daytime, exploring their surroundings.
dev-264-2-img1|a wolf standing on the ground. We can also see some plants.
dev-264-2-img1|a wolf standing on the ground. We can also see some plants.
dev-213-0-img0|towels, clothes and a hanger to the wall.
dev-79-2-img1|An outdoor close-up view of a grey dog that is looking towards the left. The top portion of its head is covered by a white knitted hat that has small triangular ears along the top. The eyes of the dog are yellow, while its nose is black and circular. Surrounding the eyes and nose is white fur, while the rest of its head is dark gray. The backside of the dog is light brown, and it's where the neck begins. Behind the dog, there is a dark gray wooden wall that is made up of planks that run horizontally.
dev-22-1-img1|a dog and a toy on the surface.
dev-264-2-img1|a wolf standing on the ground. We can also see some plants.
dev-265-3-img1|a bird on the branch.
dev-265-0-img1|two birds on the wire.
dev-22-1-img1|a dog and a toy on the surface.
dev-22-1-img1|a dog and a toy on the surface.
dev-222-3-img0|an insect.
dev-265-1-img0|two birds.
dev-669-1-img1|a bird on the plant.
dev-265-2-img0|a bird on the wooden surface. The background of the image is blurred.
dev-222-2-img1|an insect.
dev-222-0-img1|an insect.
dev-222-2-img0|a black color insect.
dev-208-0-img1|a parrot.
dev-265-3-img1|a bird on the branch.
dev-265-3-img1|a bird on the branch.
dev-222-0-img0|an insect on the surface. At the top of the image we can see some text.
dev-394-2-img1|an insect on the white color surface.
dev-222-3-img0|an insect.
dev-265-3-img1|a bird on the branch.
dev-266-1-img1|a house, solar panel, plants, grass, trees, sky and clouds.
dev-266-1-img0|a house, there are some trees, plants, stones, wooden logs, also we can see the mountains, and the cloudy sky.
dev-222-3-img0|an insect.
dev-222-3-img0|an insect.
dev-223-1-img1|a shoe.
dev-266-3-img1|A small wooden hut nestled amidst a verdant field, its roof adorned with a red tint and a dome structure. The hut's door stands ajar, inviting all to enter. The surrounding landscape paints a vibrant canvas, with towering mountains piercing the sky, a serene lake reflecting the azure sky, and lush trees casting long shadows across the grass. The mountains stand tall and majestic, their rocky peaks adorned with a small tree. The lake, a tranquil jewel, lies nestled amidst the mountains, its surface mirroring the azure sky above. The grass beneath the hut is lush and verdant, while the hillside behind the lake slopes gently, adorned with vibrant green hues. The sky above is adorned with puffy white clouds, casting long shadows upon the land below. The mountains pierce the horizon, their towering peaks reaching towards the heavens. The hut's roof is brown, and its square shape contrasts beautifully with the round dome on top of the building. The door into the hut is open, inviting all to explore its cozy warmth.
dev-753-0-img1|a house, there are some trees, grass and a rock, also we can see the sky.
dev-753-3-img0|a house, here are the trees, here is the wooden bridge, here are the stairs, here is the door.
dev-1005-2-img1|a house with a roof and windows. We can also see a wall, a tree, grass, a pathway, a group of stones and the sky which looks cloudy.
dev-266-1-img1|a house, solar panel, plants, grass, trees, sky and clouds.
dev-266-1-img1|a house, solar panel, plants, grass, trees, sky and clouds.
dev-223-0-img1|a shoe.
dev-223-2-img0|a pair of shoes.
dev-223-0-img0|shoes.
dev-266-1-img1|a house, solar panel, plants, grass, trees, sky and clouds.
dev-267-3-img0|a dog.
dev-267-2-img1|a dog.
dev-267-2-img0|a dog. In the background there is a wall. At the bottom there is grass.
dev-953-2-img0|a dog sitting on the ground. We can also see a red colored belt, grass, some dried leaves, a bench, a group of trees and the bark of a tree.
dev-494-3-img1|A brown and white beagle named Moose is laying down on a large brown couch, its head resting on its paws. The dog's eyes are closed and its tail is curled up. A black and red toy is next to the dog. The words "Hello my name is Moose" and "I will be seducing you today" are written in the caption. The dog has brown ears, white paws, and a black nose. The couch is brown and the carpet is beige. A child's toy is on the floor. The photo was taken indoors.
dev-66-0-img0|a shoe.
dev-502-2-img0|a pair of shoes.
dev-223-1-img1|a shoe.
dev-223-1-img1|a shoe.
dev-223-1-img1|a shoe.
dev-223-3-img1|a shoe.
dev-700-1-img1|A dog is holding a flower in its mouth.
dev-267-3-img0|a dog.
dev-267-3-img0|a dog.
dev-267-3-img0|a dog.
dev-268-0-img1|a glove.
dev-268-0-img0|a glove.
dev-935-2-img1|a pair of shoes.
dev-223-1-img1|a shoe.
dev-550-0-img1|a red and white athletic shoe that says launch on the side.
dev-935-0-img0|a black and purple running shoe with the words ghost 8 on it.
dev-502-3-img0|a shoe.
dev-223-3-img1|a shoe.
dev-223-3-img1|a shoe.
dev-223-3-img1|a shoe.
dev-22-3-img0|a dog and a toy on the mat.
dev-510-0-img1|a woman standing and holding a bottle in her hand.
dev-22-2-img0|Two dogs are sitting together on a person's lap.
dev-22-1-img1|a dog and a toy on the surface.
dev-268-0-img1|a glove.
dev-268-0-img1|a glove.
dev-268-2-img1|a bag.
dev-268-1-img1|gloves.
dev-255-0-img0|Three puppies sit comfortably on a white couch, their tails wagging. Two puppies look directly at the camera, their eyes shining. The brown and white puppy has a distinctive red spot on its coat, while the black and white puppy has a black nose and floppy ears. The light brown, black and white puppy has a brown nose and a red spot on its coat. The dogs' eyes are focused on the camera, their noses twitching. The couch is plain and white, contrasting the puppies' vibrant colors. The black and white puppy sitting down has a white chest and a red spot on its coat. The three small puppies are full of energy, their ears perked up.
dev-238-3-img1|a dog sitting on the sofa. Here we can see a white color cloth.
dev-22-3-img0|a dog and a toy on the mat.
dev-371-1-img1|a bag.
dev-408-1-img1|gloves.
dev-268-0-img0|a glove.
dev-661-1-img0|a crab on the table. Here we can see a knife on the right side.
dev-513-2-img1|A white plate with a bacon-wrapped hot dog sits on a gray countertop. The hot dog is adorned with green spices and a slice of bacon. A bowl of bread, a silver fork, and a napkin are also present on the table. The plate and bowl are white, while the countertop is grey. The fork is metallic and shiny. The food is wrapped in bacon and the plate is round.
dev-22-3-img0|a dog and a toy on the mat.
dev-22-3-img0|a dog and a toy on the mat.
dev-224-2-img1|a dog.
dev-49-3-img0|A brown and white puppy lies on the ground with a blue ball in its mouth. The puppy has white paws, a white stripe on its head, and black eyes. The ball is blue and in the dog's mouth. The dog's ears are floppy and brown. The puppy's claws are visible on its paw. The puppy is sitting next to a brick walkway.
dev-146-0-img1|a dog.
dev-1-0-img1|a dog sitting on the couch. Here we can see a person's hand. In the background, we can see a photo frame on the wall. Here we can see a table on the right side. Here we can see a candle on the table.
dev-224-1-img0|a dog and a toy. In the background there is a wall and a glass window.
dev-495-2-img0|a dog on the sofa. In the background there is a wall.
dev-224-2-img1|a dog.
dev-268-2-img1|a bag.
dev-270-3-img1|A peaceful cottage with a table and chairs in front of a large tree. The house has a thatched roof and a brown trunk of a tree. The table is red and the chairs are green. There is a small bush in front of the house and a row of bushes beside the house. The building has a brown door and a window on a building. The tree has green leaves and the sky is blue. The grass is short and green. The chair is empty.
dev-1005-3-img1|A row of brick houses with thatched roofs, lined along a paved street. The houses have red brick walls, green trimmed windows, and a variety of landscaping features. A black bench and a wooden bench are located on the lawn in front of each house. A flower pot and a plant pot are also visible. The street is paved with black asphalt, and the curb is on the side of the street. The sky is white with a lot of clouds. The branches of a tree reach out over the street. A red and blue flag is waving in the wind.
dev-189-0-img0|A group of monkeys sit atop a stone monument, their tails swaying in the breeze. A small grey monkey climbs the monument, its long tail extending. A large grey monkey and a monkey with a long tail are also visible on the monument. A fence post stands nearby, and bushes grow behind the monument. The sun shines on the ground, casting long shadows on the rock face. A rock near a path and a rock near a road are also visible. Grass grows beside the road, and the edge of a post is seen in the distance.
dev-403-0-img0|a group of animals in the water. We can also see some grass, a group of trees, a mountain and the sky which looks cloudy.
dev-281-3-img0|a house with roof and windows. We can also see some plants, grass, a group of trees and the sky.
dev-270-1-img1|a house with roof and windows. In front of the house we can see a group of plants in the pots. On the left side, we can see a group of trees and a bench. In the background, we can see a group of trees, mountains and the sky.
dev-60-1-img0|a house with windows, trees, grass and sky.
dev-224-2-img1|a dog.
dev-224-2-img1|a dog.
dev-225-0-img1|animals on the ground. In the background we can see trees and sky.
dev-145-1-img1|two animals. In the background of the image there is grass, sky and other objects.
dev-902-0-img1|A herd of cattle stand in a muddy river, their horns and horns gleaming. The water is dark and muddy, with rocks visible in the foreground and a grassy area behind the herd. The cows appear to be resting, with one cow laying down and another standing in the water. The grass is green and plentiful, and the trees are plentiful and leafy. The mud is dark grey and wet, and the river bank is muddy. Several cows are in the water, while a small calf plays nearby. The overall scene is one of tranquility and serenity.
dev-225-0-img0|an animal on the snow. In the background we can see trees, mountains and clouds in the sky.
dev-819-3-img1|A black dog with a green backpack walks along a dirt path, its long black fur flowing. The dog's back paws and ears are black, while its front paws are brown. The grass on the ground is patchy and green, and the dirt is brown. A wooden post with a wire attached to it stands nearby, and the wire is attached to the dog's backpack. The dog is carrying a messenger bag and a pouch, and the bag is green. The tail of the dog is curled up, and its nose is black. The dog is walking on the ground, and its hair is black.
dev-201-0-img1|a dog on the ground. We can also see a person standing beside it. On the backside we can see some plants.
dev-763-0-img0|a house with a roof. We can also see a fence, grass, plants, a group of trees and the sky which looks cloudy.
dev-270-3-img1|A peaceful cottage with a table and chairs in front of a large tree. The house has a thatched roof and a brown trunk of a tree. The table is red and the chairs are green. There is a small bush in front of the house and a row of bushes beside the house. The building has a brown door and a window on a building. The tree has green leaves and the sky is blue. The grass is short and green. The chair is empty.
dev-270-3-img1|A peaceful cottage with a table and chairs in front of a large tree. The house has a thatched roof and a brown trunk of a tree. The table is red and the chairs are green. There is a small bush in front of the house and a row of bushes beside the house. The building has a brown door and a window on a building. The tree has green leaves and the sky is blue. The grass is short and green. The chair is empty.
dev-346-0-img1|A dog herds sheep in a field. Three sheep stand together, while the dog approaches them. The dog's head is black and white, and its fur is black. The sheep are brown, and the grass is tall and brown. The fence is in the background. The dog is black, and its tail is black. The sheep have wool, and their legs are visible. The shadows of the sheep are cast on the ground. The dog is walking near the sheep, and the sheep are looking at the dog.
dev-855-3-img0|dogs on the grass.
dev-225-0-img1|animals on the ground. In the background we can see trees and sky.
dev-270-3-img1|A peaceful cottage with a table and chairs in front of a large tree. The house has a thatched roof and a brown trunk of a tree. The table is red and the chairs are green. There is a small bush in front of the house and a row of bushes beside the house. The building has a brown door and a window on a building. The tree has green leaves and the sky is blue. The grass is short and green. The chair is empty.
dev-27-0-img0|a bag with a tag and a ball in it.
dev-139-1-img1|a blue color bag with a zip.
dev-225-0-img1|animals on the ground. In the background we can see trees and sky.
dev-225-0-img1|animals on the ground. In the background we can see trees and sky.
dev-225-3-img0|A group of llamas stand peacefully in a field of hay. The llamas are black, brown, and white, with white hooves and a white stripe on their faces. The hay is brown and the ground is covered in hay. The sky is blue with white clouds. There is a fence in the distance and a shade in the background. The llamas are standing together, their eyes closed.
dev-189-0-img0|A group of monkeys sit atop a stone monument, their tails swaying in the breeze. A small grey monkey climbs the monument, its long tail extending. A large grey monkey and a monkey with a long tail are also visible on the monument. A fence post stands nearby, and bushes grow behind the monument. The sun shines on the ground, casting long shadows on the rock face. A rock near a path and a rock near a road are also visible. Grass grows beside the road, and the edge of a post is seen in the distance.
dev-189-1-img0|A group of birds walk down a street, their wings fluttering. A white van drives down the road, while a flock of ducks follows closely behind. The clear sky and bright sun shine down on the scene. A bike is parked on the sidewalk, and a person rides a bicycle down the street. A tall wooden telephone pole and a long white street marking are also visible. The ducks cross the road in a line, while a person wearing a red shirt crosses the road. A tree stands tall in the center of the street, and a large group of trees line the sidewalk. The back end of the van is visible as it drives away, and a bird flies overhead. A small wooden fence and a tall wooden post are also present in the image.
dev-1001-0-img0|A dog sled team travels down a snow-covered road, leaving fresh tracks in the pristine white snow. The sky is clear and blue, with a bright sun shining overhead. A man wearing a green jacket and a hat stands on the side of the road, cheering on the sledders. A pack of dogs pulls a sleigh, while another dog stands on the sled, its tail wagging. The evergreen trees are bare of leaves, and the ground is covered in snow. The dogs have black collars, and the man has a long orange and black hat. The snow is white, and the tracks in the snow are visible. A date stamp on the picture is also visible.
dev-223-0-img1|a shoe.
dev-62-3-img0|A pink and blue lunchbox with a mesh pouch and a pen holder, containing a girl's lunch set. The lunchbox is open, revealing a clear container with a blue and pink design, a blue pen holder, and a compartment with a pink and blue pen case. The pen holder has four pens, including a pink and purple pen with a decoration of a girl, a pink and blue pen, and a purple pen with a decoration of a little girl. The lunchbox also includes a pink and purple pen, a girl's lunchbox, and a mesh, pink edged, square pouch with a zipper. The interior of the lunchbox is blue, and the mesh pouch is by the pens. The lunchbox is open, revealing the food compartment and a piece of white paper.
dev-213-0-img0|towels, clothes and a hanger to the wall.
dev-451-2-img0|a llama. In the background, we can see animals, grass, trees, houses and sky with clouds.
dev-225-0-img0|an animal on the snow. In the background we can see trees, mountains and clouds in the sky.
dev-586-1-img1|animals. In the background of the image there is fencing. At the bottom of the image there is ground.
dev-984-2-img0|animals, rocks, grass, person, mountains and clouds in the sky.
dev-889-1-img1|animals on the ground. In the background we can see trees, plants, hills and sky.
dev-225-3-img0|A group of llamas stand peacefully in a field of hay. The llamas are black, brown, and white, with white hooves and a white stripe on their faces. The hay is brown and the ground is covered in hay. The sky is blue with white clouds. There is a fence in the distance and a shade in the background. The llamas are standing together, their eyes closed.
dev-369-2-img0|A group of firefighters stand around a car engulfed in flames, its black exterior smoldering. The damaged vehicle sits amidst a field of white snow, its tire protruding from the snow. A firefighter stands on the street, his gaze focused on the blaze. A man in a safety vest stands beside him, his attention also on the fire. A thick plume of smoke rises from the burning car, obscuring the sky. The firefighters' attention is drawn to the smoke emanating from the vehicle, their faces etched with concern. The snow-covered ground and the utility pole in the distance provide a backdrop for this scene of devastation.
dev-374-1-img1|buildings, trees, plants, water, hills and sky with clouds.
dev-544-3-img1|A truck drives down a snow-covered street, leaving a plowed path. The sky is grey and overcast, and the house is brown. Snow covers the ground, the roof of the house, and the truck bed. The truck has a clear windshield and headlights, and the roof of the house has a blue light. The snow is white and piled up on the side of the road. The tree in front of the house is bare, and the leaves on the tree are covered in snow. The street is covered in snow, and the car is covered in snow. The snow is piled up on the side of the road, and there is a plowed path on the side of the road.
dev-225-3-img0|A group of llamas stand peacefully in a field of hay. The llamas are black, brown, and white, with white hooves and a white stripe on their faces. The hay is brown and the ground is covered in hay. The sky is blue with white clouds. There is a fence in the distance and a shade in the background. The llamas are standing together, their eyes closed.
dev-225-3-img0|A group of llamas stand peacefully in a field of hay. The llamas are black, brown, and white, with white hooves and a white stripe on their faces. The hay is brown and the ground is covered in hay. The sky is blue with white clouds. There is a fence in the distance and a shade in the background. The llamas are standing together, their eyes closed.
dev-227-0-img1|a person's hand holding a dough. In the background we can see a rolling pin, aluminium foil, bowl and a table.
dev-732-0-img1|a bridge, boats on the water, trees, mountains and sky with clouds.
dev-189-1-img0|A group of birds walk down a street, their wings fluttering. A white van drives down the road, while a flock of ducks follows closely behind. The clear sky and bright sun shine down on the scene. A bike is parked on the sidewalk, and a person rides a bicycle down the street. A tall wooden telephone pole and a long white street marking are also visible. The ducks cross the road in a line, while a person wearing a red shirt crosses the road. A tree stands tall in the center of the street, and a large group of trees line the sidewalk. The back end of the van is visible as it drives away, and a bird flies overhead. A small wooden fence and a tall wooden post are also present in the image.
dev-189-1-img0|A group of birds walk down a street, their wings fluttering. A white van drives down the road, while a flock of ducks follows closely behind. The clear sky and bright sun shine down on the scene. A bike is parked on the sidewalk, and a person rides a bicycle down the street. A tall wooden telephone pole and a long white street marking are also visible. The ducks cross the road in a line, while a person wearing a red shirt crosses the road. A tree stands tall in the center of the street, and a large group of trees line the sidewalk. The back end of the van is visible as it drives away, and a bird flies overhead. A small wooden fence and a tall wooden post are also present in the image.
dev-924-3-img1|a person's hand holding a wooden stick and rolling the dough.
dev-227-1-img0|a person making dough. In the background we can see a table, cloth, mat and a door.
dev-861-3-img0|a musical instrument.
dev-484-3-img1|a group of dogs on the ground. We can also see some plants, a bench and a fence.
dev-29-0-img0|a seal on the sand.
dev-627-1-img1|animals on the mountain. In the background there is sky.
dev-189-1-img0|A group of birds walk down a street, their wings fluttering. A white van drives down the road, while a flock of ducks follows closely behind. The clear sky and bright sun shine down on the scene. A bike is parked on the sidewalk, and a person rides a bicycle down the street. A tall wooden telephone pole and a long white street marking are also visible. The ducks cross the road in a line, while a person wearing a red shirt crosses the road. A tree stands tall in the center of the street, and a large group of trees line the sidewalk. The back end of the van is visible as it drives away, and a bird flies overhead. A small wooden fence and a tall wooden post are also present in the image.
dev-189-2-img1|A group of monkeys are lounging on a rocky outcrop in a grassy field. The rock formation is adorned with several rocks, including a large gray rock that is being climbed on by two monkeys. One monkey is perched on a large rock, while another monkey jumps from one rock to another. The monkeys are engaged in various activities, such as playing, sunbathing, and looking at the camera. The grass is tall and green, and the field is dotted with patches of yellow and green grass. The animals are brown and small, and the bush in the background is grey.
dev-421-0-img0|A group of birds stand in a field of tall brown grass, their beaks visible. The birds appear to be sleeping, with several laying on top of each other. The grass is dry and the ground is covered in a patch of brown grass. A black and white bird sits on the ground, while another bird rests on its wing. A small group of long-beaked birds stand nearby, their tails visible. The birds are all different colors, with black, white, and brown plumage. The scene takes place outdoors, with the sun shining down on the birds.
dev-912-3-img0|A colorful parrot sits proudly on a wooden perch in its steel cage. The bird's beak is white, its tail is blue, and its wings are scattered with blue and yellow feathers. Its body is red, and its feet are gray. The bird's head is black and red, and its eyes are black. The cage is gray and has a white bar. The bird is perched on a bar that is part of the cage.
dev-204-2-img0|a saxophone on the piano.
dev-227-0-img1|a person's hand holding a dough. In the background we can see a rolling pin, aluminium foil, bowl and a table.
dev-421-0-img1|a group of birds on the dead animal. Here we can see the grass and plants.
dev-217-0-img1|a rat.
dev-271-2-img0|A dog is licking its puppy in a cage. The dog is gray and black, while the puppy is white and black. The puppy is sitting on top of its mother, and the dog is nuzzling the puppy. The cage is made of metal, and there is a fluffy blanket on the floor of the cage. The wall is gray concrete, and there is a shadow on the wall.
dev-271-2-img0|A dog is licking its puppy in a cage. The dog is gray and black, while the puppy is white and black. The puppy is sitting on top of its mother, and the dog is nuzzling the puppy. The cage is made of metal, and there is a fluffy blanket on the floor of the cage. The wall is gray concrete, and there is a shadow on the wall.
dev-227-1-img1|a person holding a dough. We can also see a bowl and a spoon on a platform.
dev-271-2-img0|A dog is licking its puppy in a cage. The dog is gray and black, while the puppy is white and black. The puppy is sitting on top of its mother, and the dog is nuzzling the puppy. The cage is made of metal, and there is a fluffy blanket on the floor of the cage. The wall is gray concrete, and there is a shadow on the wall.
dev-271-2-img1|A group of dogs are laying on top of each other on a white carpet. The dogs are black and white, with some having black fur and others having white fur. One dog has a white tail, and another dog has a black nose. The dogs are big and small, and they are sitting down. The dogs are brown, and one dog has blue eyes. The dogs are black and white, and they are looking at the camera.
dev-202-2-img1|a group of puppies on the cloth. We can also see a person holding them.
dev-263-2-img1|Two puppies, black and white, snuggled on a soft, plush blanket, their slumber punctuated by playful interaction. The white puppy's ear peeks out from beneath its black fur, while the black puppy's ear rests casually in place. The white puppy's paw scratches its chin, and the black puppy's paw rests on the blanket. The two puppies lie down, their bodies intertwined, their purrs echoing through the night. The soft, plush blanket beneath the puppies is adorned with a pillow, its dark gray hue contrasting the white and black fur of the pups. The black and white back paw of one puppy is visible, and the white paw on the leg of the other puppy is scratched against the blanket. The two puppies are asleep, their eyes closed, their fur soft as silk.
dev-202-1-img1|a group of animals on the surface.
dev-308-2-img1|a deer and a calf. In the background we can see grass.
dev-189-2-img1|A group of monkeys are lounging on a rocky outcrop in a grassy field. The rock formation is adorned with several rocks, including a large gray rock that is being climbed on by two monkeys. One monkey is perched on a large rock, while another monkey jumps from one rock to another. The monkeys are engaged in various activities, such as playing, sunbathing, and looking at the camera. The grass is tall and green, and the field is dotted with patches of yellow and green grass. The animals are brown and small, and the bush in the background is grey.
dev-189-2-img1|A group of monkeys are lounging on a rocky outcrop in a grassy field. The rock formation is adorned with several rocks, including a large gray rock that is being climbed on by two monkeys. One monkey is perched on a large rock, while another monkey jumps from one rock to another. The monkeys are engaged in various activities, such as playing, sunbathing, and looking at the camera. The grass is tall and green, and the field is dotted with patches of yellow and green grass. The animals are brown and small, and the bush in the background is grey.
dev-202-3-img1|a person holding a cloth. On the cloth we can see puppies.
dev-271-2-img1|A group of dogs are laying on top of each other on a white carpet. The dogs are black and white, with some having black fur and others having white fur. One dog has a white tail, and another dog has a black nose. The dogs are big and small, and they are sitting down. The dogs are brown, and one dog has blue eyes. The dogs are black and white, and they are looking at the camera.
dev-271-2-img1|A group of dogs are laying on top of each other on a white carpet. The dogs are black and white, with some having black fur and others having white fur. One dog has a white tail, and another dog has a black nose. The dogs are big and small, and they are sitting down. The dogs are brown, and one dog has blue eyes. The dogs are black and white, and they are looking at the camera.
dev-924-3-img1|a person's hand holding a wooden stick and rolling the dough.
dev-195-0-img1|A table topped with a large pile of red crabs and a man preparing and eating a crab meal. The table is made of red wood and has a white restaurant menu on it. The man is wearing a white chef's jacket and has a pen in his pocket. He is grabbing a crab from the pile and putting it on a white china plate. The crab is on a white dish and there is a bottle of oil near the crabs. There are also some beer bottles near the crabs. The scene is in a restaurant.
dev-821-0-img0|a person's hands holding a plant. In the background we can see plants and soil.
dev-189-2-img1|A group of monkeys are lounging on a rocky outcrop in a grassy field. The rock formation is adorned with several rocks, including a large gray rock that is being climbed on by two monkeys. One monkey is perched on a large rock, while another monkey jumps from one rock to another. The monkeys are engaged in various activities, such as playing, sunbathing, and looking at the camera. The grass is tall and green, and the field is dotted with patches of yellow and green grass. The animals are brown and small, and the bush in the background is grey.
dev-272-1-img0|some bottles and cream.
dev-897-2-img1|a bottle of cologne by christian dior paris.
dev-6-0-img1|a person's hand holding a rat.
dev-227-1-img1|a person holding a dough. We can also see a bowl and a spoon on a platform.
dev-742-3-img0|a bottle of olay lotion sits next to a bottle of clinique moisturizer.
dev-1043-1-img0|a bottle of and box for vanilla blackberry perfume.
dev-897-2-img0|a bottle of christian dior perfume is next to a large container of the same scent.
dev-746-0-img1|two animals. In the background it is blur.
dev-227-1-img1|a person holding a dough. We can also see a bowl and a spoon on a platform.
dev-227-1-img1|a person holding a dough. We can also see a bowl and a spoon on a platform.
dev-272-1-img0|some bottles and cream.
dev-272-1-img0|some bottles and cream.
dev-272-1-img0|some bottles and cream.
dev-189-3-img1|a group of monkeys on the road. In the background, we can see a group of trees.
dev-189-2-img0|a group of monkeys on the road. We can also see some grass, a group of trees and the sky which looks cloudy.
dev-1047-3-img1|a person's hand holding a syringe.
dev-36-0-img1|a person's hand holding an object. At the bottom of the image there is a person's leg. In the background of the image there is a person's hand.
dev-274-0-img0|a dog.
dev-552-0-img0|a dog on the floor. In the background we can see a person and a dog.
dev-484-1-img0|A small dog sits comfortably in a pile of hay, its black nose resting on its forelegs. The puppy's eyes are closed, and its tail curls around its legs. The dog's coat is black and tan, with a distinctive black ring around its eye. The hay is on the ground, and the straw bedding is visible beneath the puppy's hind legs. The puppy's mouth is open, and its tongue lolls out. The big brown dog ear is visible, and the dog's left ear is folded back. The dog's tail is black and brown, and its eyes are brown.
dev-707-2-img0|Two baboons engage in a fierce fight in the wild, their tails raised and mouths open. The larger baboon stands tall, its front leg extended, its nose black and its ears long. The smaller baboon, with its grey tail and open mouth, appears defensive. The grass beneath their feet is brown, and the dirt is brown. The bush in the background is grey and green, and the tree is tall and slender. The baboons are two in number, and their teeth are sharp. The scene is one of violence and aggression in this remote and dangerous environment.
dev-733-0-img1|a monkey on the ground. We can also see some plants.
dev-224-1-img0|a dog and a toy. In the background there is a wall and a glass window.
dev-262-1-img0|A group of small animals gather on the ground, basking in the light shining overhead. The ground is brown and bare, with a circular wet mark and a large wet spot. A brown dog lies down, while a white rabbit with black ear patches and a group of rabbits rest nearby. The rabbits are brown and white, with one brown rabbit lying down and another standing up. A small brown furry animal and a small white furry animal are also visible in the image.
dev-227-2-img0|a spoon, coin and a stone on the surface.
dev-274-0-img1|a dog.
dev-201-0-img1|a dog on the ground. We can also see a person standing beside it. On the backside we can see some plants.
dev-45-2-img0|a dog on the grass.
dev-274-0-img0|a dog.
dev-274-0-img0|a dog.
dev-274-0-img0|a dog.
dev-189-3-img1|a group of monkeys on the road. In the background, we can see a group of trees.
dev-189-3-img1|a group of monkeys on the road. In the background, we can see a group of trees.
dev-274-0-img1|a dog.
dev-342-2-img0|three dogs sitting on the lap of a person.
dev-962-2-img0|a dog on the floor.
dev-1022-2-img0|A large grey elephant stands next to a baby elephant in a forest of green trees. The adult elephant's tail is long and gray, while the baby elephant's tail is smaller and gray. The baby elephant is near its mother, and the two elephants are standing in an area where the grass is dead. The trees behind the elephants are tall and leafy, and there are some green bushes growing behind the elephants. The dirt on the ground is brown, and the tail of the elephant is visible. The large elephant is walking, and the two elephants are standing outside of the forest.
dev-473-0-img1|a buffalo and a bird on the ground.
dev-356-1-img0|an animal on the ground. We can also see some grass.
dev-10-3-img1|a dog.
dev-224-1-img0|a dog and a toy. In the background there is a wall and a glass window.
dev-10-1-img0|Two dogs sit comfortably on a wooden bench outside, their black noses sniffing the air. The brown tree trunk behind the bench provides a backdrop for this serene scene. The light brown dog has its tongue hanging out, while the golden brown dog has its mouth open and its tongue licking its nose. The black and white dog has a black nose and a black and brown coat, while the tan and white dog has a tan nose and a fluffy tail. The large tree trunk and the small wooden bench add a sense of scale to the image.
dev-355-1-img1|a monkey and a baby monkey. In the background we can see plants and flowers.
dev-190-0-img0|a man sitting on the ground and there is a warthog. In the background there are trees, grass, hills and sky with clouds.
dev-190-0-img0|a man sitting on the ground and there is a warthog. In the background there are trees, grass, hills and sky with clouds.
dev-274-0-img1|a dog.
dev-274-0-img1|a dog.
dev-274-0-img1|a dog.
dev-190-0-img0|a man sitting on the ground and there is a warthog. In the background there are trees, grass, hills and sky with clouds.
dev-191-0-img1|A brown furry dog chews on a stick, its black nose twitching. The dog lies down on the wood floor, its leg extended. A bag sits on the floor next to the dog. The stick is held in the dog's mouth, and its paw is on the ground. The dog's eyes are closed, and its tail is wagging. The dog's fur is black, and its eyes are bright. The dog's nails are sharp, and its nose is shiny.
dev-101-3-img1|a dog standing on the floor. Here we can see a bowl with food in it. In the background, we can see a door and a wall.
dev-227-2-img0|a spoon, coin and a stone on the surface.
dev-227-2-img0|a spoon, coin and a stone on the surface.
dev-227-2-img1|A person is cutting a piece of dough with a knife. The hand is holding a sharp knife, and there is a white flour on the table and a white flour on the surface. The food is light brown, and there is a white powder on the table. The table is black, and there is a white flour on the table. The hand of the person is cutting the food, and the finger nail of the person is visible. The knife has a black handle, and the head of the knife is black. The knife is cutting into the food, and the hand holding the knife is gripping the handle tightly.
dev-274-1-img1|a dog.
dev-934-3-img1|A dog with a black collar stands next to a large tree stump. The dog has floppy folded ears, a black nose, and bright blue eyes. The tree stump is surrounded by roots and dirt. The dog's collar is dark brown and has a metal clasp. The dog's fur is dirt dirty, and its ear is in the shot. The dog is fury, and its whiskers are white. The leaves behind the dog are green. The tree bark behind the dog is brown. The dog is wearing a collar, and the collar is dark brown. The dog's eyes are bright blue, and its nose is black. The dog is fury, and its back end is in the shot.
dev-295-2-img0|a dog.
dev-49-0-img0|a dog.
dev-750-0-img1|a dog sitting in the car.
dev-75-1-img1|A white dog with a pink collar sits on a couch, its eye closed and mouth slightly open. The dog's fur is long and silky, and its nose is black. A framed picture hangs on the wall behind the dog. The picture is of a landscape. The dog's eyes are two round brown eyes. The dog's collar is pink and black. The dog is sitting on a partially visible couch cushion.
dev-99-2-img1|a dog standing on the ground. In the background we can see trees.
dev-99-3-img0|a dog on the grass.
dev-36-0-img1|a person's hand holding an object. At the bottom of the image there is a person's leg. In the background of the image there is a person's hand.
dev-227-3-img1|a wooden stick with a metal object on the surface.
dev-227-1-img1|a person holding a dough. We can also see a bowl and a spoon on a platform.
dev-274-1-img1|a dog.
dev-274-1-img1|a dog.
dev-274-1-img1|a dog.
dev-750-3-img0|a dog with a cloth. In the background it is blur.
